online_copy_id,url,parsed,linked_full_code,ocr_title,ocr_description,ocr_start_year,ocr_end_year,ocr_institution,ocr_full_title_raw,ocr_sprava_number,ocr_raw_date_text,ocr_confidence,ocr_notes,ocr_images_used,ocr_error,dgs
8e7ebd7c-6913-4e45-afbb-8059b34fe7c0,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=121439984,НМІУДСВ-(ТФ-5149-1+++ТФ-5149-1+++ТФ-5149-1),НМІУДСВ-ТФ1-5149-1,"МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ Бердянський об'єднаний міський військовий комісаріат Запорізької області. СПРАВА № 30 , ТОМ 1. Повідомлення на загиблих та пропавших безвісти рядового та сержантського складу","Справа №: 30, ТОМ 1 | Дата (як надруковано): Розпочато „17“ травень 1944 р Закінчено „25“ січень 1958 р | Нотатки: Постійно закінчено; ст. 429; розыскато; Призывной 1947; Дорошкіна жіночого; На 59 аркушах; Крім того, додатків у пакетах; Вірно: Військовий комісар Бердянського ОМВК Запорізької області полковник _______ /гол. С.С. Волков/",1944,1958,МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ Бердянський об'єднаний міський військовий комісаріат Запорізької області,"СПРАВА № 30 , ТОМ 1. Повідомлення на загиблих та пропавших безвісти рядового та сержантського складу","30, ТОМ 1",Розпочато „17“ травень 1944 р Закінчено „25“ січень 1958 р,high,"Постійно закінчено; ст. 429; розыскато; Призывной 1947; Дорошкіна жіночого; На 59 аркушах; Крім того, додатків у пакетах; Вірно: Військовий комісар Бердянського ОМВК Запорізької області полковник _______ /гол. С.С. Волков/",2,,121439984
472f9fb3-52ef-4f84-9db5-4a3f13aed083,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=121440012,НМІУДСВ-(Тф-5149-20+++Тф-5149-20+++Тф-5149-20),НМІУДСВ-ТФ1-5149-20,Бердянський об'єднаний міський військовий комісаріат Запорізької області. Повідомлення за загиблих та пропавших безвісти рядового та сержантського складу,"Справа №: 30, ТОМ 20 | Дата (як надруковано): Розпочато „10“ вересня 1944 р; Закінчено „15“ листопада 1950 р | Нотатки: Облікові карточки призовників. На 13 аркушах.",1944,1950,Бердянський об'єднаний міський військовий комісаріат Запорізької області,Повідомлення за загиблих та пропавших безвісти рядового та сержантського складу,"30, ТОМ 20",Розпочато „10“ вересня 1944 р; Закінчено „15“ листопада 1950 р,high,Облікові карточки призовників. На 13 аркушах.,2,,121440012
377de6ac-e143-4e59-a524-c6fd4d977e14,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=121440014,НМІУДСВ-(Тф-5149-21+++Тф-5149-21+++Тф-5149-21),НМІУДСВ-ТФ1-5149-21,"Осипенківський РВК. СПРАВА № 30 , ТОМ 21. Повідомлення на загиблих та пропавших безвісти рядового та сержантського складу","Справа №: № 30 , ТОМ 21 | Дата (як надруковано): Розпочато „25 ” квітня 1945 р. Закінчено „4 ” травня 1954 р. | Нотатки: Зберігати Постійно років, до ____ року ст. 429. На 8 аркушах. Крім того, додатків у ____ пакетах. ВІРНО: Військовий комісар Бердянського ОМВК Запорізької області полковник С С Волков (посада, військове звання, підпис, ініціали та прізвище)",1945,1954,Осипенківський РВК,"СПРАВА № 30 , ТОМ 21. Повідомлення на загиблих та пропавших безвісти рядового та сержантського складу","№ 30 , ТОМ 21",Розпочато „25 ” квітня 1945 р. Закінчено „4 ” травня 1954 р.,high,"Зберігати Постійно років, до ____ року ст. 429. На 8 аркушах. Крім того, додатків у ____ пакетах. ВІРНО: Військовий комісар Бердянського ОМВК Запорізької області полковник С С Волков (посада, військове звання, підпис, ініціали та прізвище)",2,,121440014
9b2100cd-37c2-44b2-bf77-2e53b79685b2,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=121440016,НМІУДСВ-(Тф-5149-22+++Тф-5149-22+++Тф-5149-22),НМІУДСВ-ТФ1-5149-22,Бердянський об'єднаний міський військовий комісаріат Запорізької області. Повідомлення на загиблих та пропавших безвісти рядового та сержантського складу,"Справа №: 30 , ТОМ 22. | Дата (як надруковано): Розпочато „17“ грудня 1945 р Закінчено „20“ січня 1961 р | Нотатки: МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ. Зберігати Постійно. років, до року ст. 429. На 52 аркушах. Крім того, додатків у пакетах. Вірно: Військовий комісар Бердянського ОМВК Запорізької області Є.Волковик",1945,1961,Бердянський об'єднаний міський військовий комісаріат Запорізької області,Повідомлення на загиблих та пропавших безвісти рядового та сержантського складу,"30 , ТОМ 22.",Розпочато „17“ грудня 1945 р Закінчено „20“ січня 1961 р,high,"МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ. Зберігати Постійно. років, до року ст. 429. На 52 аркушах. Крім того, додатків у пакетах. Вірно: Військовий комісар Бердянського ОМВК Запорізької області Є.Волковик",2,,121440016
59f7b589-8f3d-4573-9d3c-272b63aa5b77,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=121439959,НМІУДСВ-(Тф-5149-23+++Тф-5149-23+++Тф-5149-23),НМІУДСВ-ТФ1-5149-23,Бердянський об'єднаний міський військовий комісаріат Запорізької області. Повідомлення про загиблих та пропавших безвісти рядового та сержантського складу,"Справа №: 30, ТОМ 23 | Дата (як надруковано): Розпочато ""19"" грудня 1945 р Закінчено ""11"" січня 1960 р | Нотатки: Зберігати Постійно років, до року ст. 429. На 45 аркушах. Крім того, додатки у пакетах. Вірно: Військовий комісар Бердянського ОМВК Запорізької області полковник С.С.Волков",1945,1960,Бердянський об'єднаний міський військовий комісаріат Запорізької області,Повідомлення про загиблих та пропавших безвісти рядового та сержантського складу,"30, ТОМ 23","Розпочато ""19"" грудня 1945 р Закінчено ""11"" січня 1960 р",high,"Зберігати Постійно років, до року ст. 429. На 45 аркушах. Крім того, додатки у пакетах. Вірно: Військовий комісар Бердянського ОМВК Запорізької області полковник С.С.Волков",2,,121439959
08298071-3b92-4afb-b64c-2bda6310b629,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=121767882,НМІУДСВ-(Тф-5149-24+++Тф-5149-24+++Тф-5149-24),НМІУДСВ-ТФ1-5149-24,Бердянський об'єднаний міський військовий комісаріат Запорізької області. Повідомлення на загиблих та пропавших безвісти рядового та сержантського складу,"Справа №: 30 , ТОМ 24. | Дата (як надруковано): Розпочато „22” серпня 1944 р. Закінчено „27” лютого 1961 р. | Нотатки: МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ. Особистий. Dgx. (установи). ст. 429. Зберігати Постійно років, до ___ року. На 15 аркушах. Вірно: Військовий комісар Бердянського ОМВК Запорізької області полковник С.С.Волков. Крім того, додатків у ______ пакетах.",1944,1961,Бердянський об'єднаний міський військовий комісаріат Запорізької області,Повідомлення на загиблих та пропавших безвісти рядового та сержантського складу,"30 , ТОМ 24.",Розпочато „22” серпня 1944 р. Закінчено „27” лютого 1961 р.,high,"МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ. Особистий. Dgx. (установи). ст. 429. Зберігати Постійно років, до ___ року. На 15 аркушах. Вірно: Військовий комісар Бердянського ОМВК Запорізької області полковник С.С.Волков. Крім того, додатків у ______ пакетах.",2,,121767882
7ea7a976-fca3-4c64-929a-976d08038e7e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=121767883,НМІУДСВ-(Тф-5149-25+++Тф-5149-25+++Тф-5149-25),НМІУДСВ-ТФ1-5149-25,"Бердянський об'єднаний міський військовий комісаріат Запорізької області (Очеретовский РВК). СПРАВА № 30 , ТОМ 25. Повідомлення на загиблих та пропавших безвісти рядового та сержантського складу","Справа №: 30, Том 25 | Дата (як надруковано): Розпочато „1“ липня 1946 р, Закінчено „1“ липня 1946 р | Нотатки: На 1 аркушах",1946,1946,Бердянський об'єднаний міський військовий комісаріат Запорізької області (Очеретовский РВК),"СПРАВА № 30 , ТОМ 25. Повідомлення на загиблих та пропавших безвісти рядового та сержантського складу","30, Том 25","Розпочато „1“ липня 1946 р, Закінчено „1“ липня 1946 р",high,На 1 аркушах,2,,121767883
6df14c7e-5333-4a34-9f21-84318301852e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=121767884,НМІУДСВ-(Тф-5149-26+++Тф-5149-26+++Тф-5149-26),НМІУДСВ-ТФ1-5149-26,Бердянський об'єднаний міський військовий комісаріат Запорізької області. Повідомлення про загиблих та пропавших безвісти рядового та сержантського складу,"Справа №: 30, ТОМ 26 | Дата (як надруковано): Розпочато ""4"" квітня 1947 р, Закінчено ""19"" червня 1951 р | Нотатки: МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ; На 9 аркушах; В/О Состави 90; Військовий комісар Бердянського ОМВК Запорізької області полковник С.С.Волков; Iтф - 5149/26; 25",1947,1951,Бердянський об'єднаний міський військовий комісаріат Запорізької області,Повідомлення про загиблих та пропавших безвісти рядового та сержантського складу,"30, ТОМ 26","Розпочато ""4"" квітня 1947 р, Закінчено ""19"" червня 1951 р",high,МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ; На 9 аркушах; В/О Состави 90; Військовий комісар Бердянського ОМВК Запорізької області полковник С.С.Волков; Iтф - 5149/26; 25,2,,121767884
74127e09-0335-4020-95df-23c5fbcb4a86,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=121767886,НМІУДСВ-(Тф-5149-27+++Тф-5149-27+++Тф-5149-27),НМІУДСВ-ТФ1-5149-27,"МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ, Бердянський об'єднаний міський військовий комісаріат Запорізької області. СПРАВА № 30, ТОМ 27. Повідомлення на загиблих та пропавших безвісти рядового та сержантського складу","Справа №: 30, Том 27 | Дата (як надруковано): Розпочато „17“ травня 1945 р, Закінчено „12“ лютого 1956 р | Нотатки: ст. 429. На 13 аркушах. Крім того, додатків у пакетах.",1945,1956,"МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ, Бердянський об'єднаний міський військовий комісаріат Запорізької області","СПРАВА № 30, ТОМ 27. Повідомлення на загиблих та пропавших безвісти рядового та сержантського складу","30, Том 27","Розпочато „17“ травня 1945 р, Закінчено „12“ лютого 1956 р",high,"ст. 429. На 13 аркушах. Крім того, додатків у пакетах.",2,,121767886
43258b5a-b613-4c62-a6b1-1af4deab39dd,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=121767888,НМІУДСВ-(Тф-5149-28+++Тф-5149-28+++Тф-5149-28),НМІУДСВ-ТФ1-5149-28,"МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ, Бердянський об'єднаний міський військовий комісаріат Запорізької області (Осипенківський РВК). СПРАВА № 24, ТОМ 53. Повідомлення на загиблих та пропавших безвісті рядового та сержантського складу (Іменний список загиблих і полоні у госпіталях Румунії)","Справа №: № 24, ТОМ 53 | Дата (як надруковано): почате „03“ січня 1945 р. Закінчено „09“ жовтня 1945 р. | Нотатки: ст. 429. Кількість аркушів: 11а 537. (Handwritten marks: 27, T90-5149/28)",1945,1945,"МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ, Бердянський об'єднаний міський військовий комісаріат Запорізької області (Осипенківський РВК)","СПРАВА № 24, ТОМ 53. Повідомлення на загиблих та пропавших безвісті рядового та сержантського складу (Іменний список загиблих і полоні у госпіталях Румунії)","№ 24, ТОМ 53",почате „03“ січня 1945 р. Закінчено „09“ жовтня 1945 р.,high,"ст. 429. Кількість аркушів: 11а 537. (Handwritten marks: 27, T90-5149/28)",2,,121767888
1522ddbe-186b-4524-9b29-f23df4ab7b43,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=121767889,НМІУДСВ-(Тф-5149-29+++Тф-5149-29+++Тф-5149-29),НМІУДСВ-ТФ1-5149-29,"Бердянський об'єднаний міський військовий комісаріат Запорізької області. СПРАВА № 41 , ТОМ 28 . Повідомлення на загиблих та пропавших безвісти рядового та сержантського складу",Справа №: 41 / Том 28 | Дата (як надруковано): Розпочато „ 29 ” березня 1949 р Закінчено „ 26 ” листопада 1949 р,1949,1949,Бердянський об'єднаний міський військовий комісаріат Запорізької області,"СПРАВА № 41 , ТОМ 28 . Повідомлення на загиблих та пропавших безвісти рядового та сержантського складу",41 / Том 28,Розпочато „ 29 ” березня 1949 р Закінчено „ 26 ” листопада 1949 р,high,,2,,121767889
acd8d1cb-a861-40e1-907c-1c09cd4829e5,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=121439986,НМІУДСВ-(ТФ-5149-2+++ТФ-5149-2+++ТФ-5149-2),НМІУДСВ-ТФ1-5149-2,"МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ, Бердянський об'єднаний міський військовий комісаріат Запорізької області, Осипенківське РВК. СПРАВА № 30, ТОМ 2. Повідомлення на загиблих та пропавших безвісти рядового та сержантського складу","Справа №: 30, ТОМ 2 | Дата (як надруковано): Розпочато 10 травень 1944 р; Закінчено 18 травень 1960 р | Нотатки: Зберігати Постійно. ст. 429. На 141 аркушах. Військ. військовий комісар Бердянського ОМВК Запорізької області полковник С.С.Волков.",1944,1960,"МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ, Бердянський об'єднаний міський військовий комісаріат Запорізької області, Осипенківське РВК","СПРАВА № 30, ТОМ 2. Повідомлення на загиблих та пропавших безвісти рядового та сержантського складу","30, ТОМ 2",Розпочато 10 травень 1944 р; Закінчено 18 травень 1960 р,high,Зберігати Постійно. ст. 429. На 141 аркушах. Військ. військовий комісар Бердянського ОМВК Запорізької області полковник С.С.Волков.,2,,121439986
5eef241c-73f7-4e36-b5a0-47fa96a14725,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=121767892,НМІУДСВ-(Тф-5149-30+++Тф-5149-30+++Тф-5149-30),НМІУДСВ-ТФ1-5149-30,"МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ, Бердянський об'єднаний міський військовий комісаріат Запорізької області. Повідомлення на загиблих та пропавших безвісти рядового та сержантського складу (По-Сорокін Л.Д., О-Іванов В.П. та інші)","Справа №: 45, ТОМ 17 | Дата (як надруковано): 01 січня 1950 р - 31 грудня 1950 р | Нотатки: ст. 429. На 45 аркушах. Крім того, додатків у пакетах. Вірно: Військовий комісар Бердянського ОМВК Запорізької області полковник С.С.Волков. Додаткові номери: 1260682 (верхній правий кут), 29 (сторінка 2), ТР=5749/20 (сторінка 2). Зберігати постійно.",1950,1950,"МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ, Бердянський об'єднаний міський військовий комісаріат Запорізької області","Повідомлення на загиблих та пропавших безвісти рядового та сержантського складу (По-Сорокін Л.Д., О-Іванов В.П. та інші)","45, ТОМ 17",01 січня 1950 р - 31 грудня 1950 р,high,"ст. 429. На 45 аркушах. Крім того, додатків у пакетах. Вірно: Військовий комісар Бердянського ОМВК Запорізької області полковник С.С.Волков. Додаткові номери: 1260682 (верхній правий кут), 29 (сторінка 2), ТР=5749/20 (сторінка 2). Зберігати постійно.",2,,121767892
8345e0c9-69ba-424f-8e19-93195dd47b82,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=121767895,НМІУДСВ-(Тф-5149-31+++Тф-5149-31+++Тф-5149-31),НМІУДСВ-ТФ1-5149-31,Бердянський об'єднаний міський військовий комісаріат Запорізької області. Повідомлення на загиблих та пропавших безвісти рядового та сержантського складу,"Справа №: 32, ТОМ 2 | Дата (як надруковано): Розпочато 10 квітня 1944 р, Закінчено 30 грудня 1944 р | Нотатки: Оverarching ministry: МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ. Specific establishment mentioned: Андреевский РВК. Unit abbreviation: 96 ч/в. Number of sheets: 205. Archival code: ст. 429. Museum fund number: ТФ-5149/31. Handwritten number on blank page: 30.",1944,1944,Бердянський об'єднаний міський військовий комісаріат Запорізької області,Повідомлення на загиблих та пропавших безвісти рядового та сержантського складу,"32, ТОМ 2","Розпочато 10 квітня 1944 р, Закінчено 30 грудня 1944 р",high,Оverarching ministry: МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ. Specific establishment mentioned: Андреевский РВК. Unit abbreviation: 96 ч/в. Number of sheets: 205. Archival code: ст. 429. Museum fund number: ТФ-5149/31. Handwritten number on blank page: 30.,2,,121767895
