1	2	5	Книга реєстрації видачі виписок з метричних книг	1897-1900		2	ДАЧкО-1-2-5
1	2	6	Метрична книга реєстрації народжених	1878-1879		2	ДАЧкО-1-2-6
1	2	7	Метрична книга записів заяв про смерть осіб, записаних у поліцейські метричні книги	1878-1907		2	ДАЧкО-1-2-7
1	2	8	Метрична книга записів заяв про смерть осіб, записаних у поліцейські метричні книги	1879-1909	метрична книга|смерть	2	ДАЧкО-1-2-8
1	2	9	Метрична книга. –; м. Черкаси	1881-1893	метрична книга|смерть	2	ДАЧкО-1-2-9
152	1	1		1802-1840		1	ДАЧкО-152-1-1
152	1	10				1	ДАЧкО-152-1-10
152	1	100				1	ДАЧкО-152-1-100
152	1	101				1	ДАЧкО-152-1-101
152	1	102				1	ДАЧкО-152-1-102
152	1	103				1	ДАЧкО-152-1-103
152	1	104				1	ДАЧкО-152-1-104
152	1	105				1	ДАЧкО-152-1-105
152	1	106				1	ДАЧкО-152-1-106
152	1	107				1	ДАЧкО-152-1-107
152	1	108				1	ДАЧкО-152-1-108
152	1	109				1	ДАЧкО-152-1-109
152	1	11				1	ДАЧкО-152-1-11
152	1	110				1	ДАЧкО-152-1-110
152	1	111				1	ДАЧкО-152-1-111
152	1	112				1	ДАЧкО-152-1-112
152	1	113				1	ДАЧкО-152-1-113
152	1	114				1	ДАЧкО-152-1-114
152	1	115				1	ДАЧкО-152-1-115
152	1	12				1	ДАЧкО-152-1-12
152	1	13				1	ДАЧкО-152-1-13
152	1	14				1	ДАЧкО-152-1-14
152	1	15				1	ДАЧкО-152-1-15
152	1	16				1	ДАЧкО-152-1-16
152	1	17				1	ДАЧкО-152-1-17
152	1	18				1	ДАЧкО-152-1-18
152	1	19				1	ДАЧкО-152-1-19
152	1	2		1843-1849		1	ДАЧкО-152-1-2
152	1	20				1	ДАЧкО-152-1-20
152	1	21				1	ДАЧкО-152-1-21
152	1	22				1	ДАЧкО-152-1-22
152	1	23				1	ДАЧкО-152-1-23
152	1	24				1	ДАЧкО-152-1-24
152	1	25				1	ДАЧкО-152-1-25
152	1	26				1	ДАЧкО-152-1-26
152	1	27				1	ДАЧкО-152-1-27
152	1	28				1	ДАЧкО-152-1-28
152	1	29				1	ДАЧкО-152-1-29
152	1	3		1843-1859		2	ДАЧкО-152-1-3
152	1	30				1	ДАЧкО-152-1-30
152	1	31				1	ДАЧкО-152-1-31
152	1	32				1	ДАЧкО-152-1-32
152	1	33				1	ДАЧкО-152-1-33
152	1	34				1	ДАЧкО-152-1-34
152	1	35				1	ДАЧкО-152-1-35
152	1	36				1	ДАЧкО-152-1-36
152	1	37				1	ДАЧкО-152-1-37
152	1	38				1	ДАЧкО-152-1-38
152	1	39				1	ДАЧкО-152-1-39
152	1	4				1	ДАЧкО-152-1-4
152	1	40				1	ДАЧкО-152-1-40
152	1	41				1	ДАЧкО-152-1-41
152	1	42				1	ДАЧкО-152-1-42
152	1	43				1	ДАЧкО-152-1-43
152	1	44				1	ДАЧкО-152-1-44
152	1	45				1	ДАЧкО-152-1-45
152	1	46				1	ДАЧкО-152-1-46
152	1	47				1	ДАЧкО-152-1-47
152	1	48				1	ДАЧкО-152-1-48
152	1	49				1	ДАЧкО-152-1-49
152	1	5				1	ДАЧкО-152-1-5
152	1	50				1	ДАЧкО-152-1-50
152	1	51				1	ДАЧкО-152-1-51
152	1	52				1	ДАЧкО-152-1-52
152	1	53				1	ДАЧкО-152-1-53
152	1	54				1	ДАЧкО-152-1-54
152	1	55				1	ДАЧкО-152-1-55
152	1	56				1	ДАЧкО-152-1-56
152	1	57				1	ДАЧкО-152-1-57
152	1	58				1	ДАЧкО-152-1-58
152	1	59				1	ДАЧкО-152-1-59
152	1	6				1	ДАЧкО-152-1-6
152	1	60				1	ДАЧкО-152-1-60
152	1	61				1	ДАЧкО-152-1-61
152	1	62				1	ДАЧкО-152-1-62
152	1	63				1	ДАЧкО-152-1-63
152	1	64				1	ДАЧкО-152-1-64
152	1	65				1	ДАЧкО-152-1-65
152	1	66				1	ДАЧкО-152-1-66
152	1	67				1	ДАЧкО-152-1-67
152	1	68				1	ДАЧкО-152-1-68
152	1	69				1	ДАЧкО-152-1-69
152	1	7				1	ДАЧкО-152-1-7
152	1	70				1	ДАЧкО-152-1-70
152	1	71				1	ДАЧкО-152-1-71
152	1	72				1	ДАЧкО-152-1-72
152	1	73				1	ДАЧкО-152-1-73
152	1	74				1	ДАЧкО-152-1-74
152	1	75				1	ДАЧкО-152-1-75
152	1	76				1	ДАЧкО-152-1-76
152	1	77				1	ДАЧкО-152-1-77
152	1	78				1	ДАЧкО-152-1-78
152	1	79				1	ДАЧкО-152-1-79
152	1	8				1	ДАЧкО-152-1-8
152	1	80				1	ДАЧкО-152-1-80
152	1	81				1	ДАЧкО-152-1-81
152	1	82				1	ДАЧкО-152-1-82
152	1	83				1	ДАЧкО-152-1-83
152	1	84				1	ДАЧкО-152-1-84
152	1	85				1	ДАЧкО-152-1-85
152	1	86				1	ДАЧкО-152-1-86
152	1	87				1	ДАЧкО-152-1-87
152	1	88				1	ДАЧкО-152-1-88
152	1	89				1	ДАЧкО-152-1-89
152	1	9				1	ДАЧкО-152-1-9
152	1	90				1	ДАЧкО-152-1-90
152	1	91				1	ДАЧкО-152-1-91
152	1	92				1	ДАЧкО-152-1-92
152	1	93				1	ДАЧкО-152-1-93
152	1	94				1	ДАЧкО-152-1-94
152	1	95				1	ДАЧкО-152-1-95
152	1	96				1	ДАЧкО-152-1-96
152	1	97				1	ДАЧкО-152-1-97
152	1	98				1	ДАЧкО-152-1-98
152	1	99				1	ДАЧкО-152-1-99
152	10	1				1	ДАЧкО-152-10-1
152	10	10				1	ДАЧкО-152-10-10
152	10	100				1	ДАЧкО-152-10-100
152	10	101				1	ДАЧкО-152-10-101
152	10	102				1	ДАЧкО-152-10-102
152	10	103				1	ДАЧкО-152-10-103
152	10	104				1	ДАЧкО-152-10-104
152	10	105				1	ДАЧкО-152-10-105
152	10	106				1	ДАЧкО-152-10-106
152	10	107				1	ДАЧкО-152-10-107
152	10	108				1	ДАЧкО-152-10-108
152	10	109				1	ДАЧкО-152-10-109
152	10	11				1	ДАЧкО-152-10-11
152	10	110				1	ДАЧкО-152-10-110
152	10	111				1	ДАЧкО-152-10-111
152	10	112				1	ДАЧкО-152-10-112
152	10	113				1	ДАЧкО-152-10-113
152	10	114				1	ДАЧкО-152-10-114
152	10	115				1	ДАЧкО-152-10-115
152	10	116				1	ДАЧкО-152-10-116
152	10	117				1	ДАЧкО-152-10-117
152	10	118				1	ДАЧкО-152-10-118
152	10	119				1	ДАЧкО-152-10-119
152	10	12				1	ДАЧкО-152-10-12
152	10	120				1	ДАЧкО-152-10-120
152	10	121				1	ДАЧкО-152-10-121
152	10	122				1	ДАЧкО-152-10-122
152	10	123				1	ДАЧкО-152-10-123
152	10	124				1	ДАЧкО-152-10-124
152	10	125				1	ДАЧкО-152-10-125
152	10	128				1	ДАЧкО-152-10-128
152	10	129				1	ДАЧкО-152-10-129
152	10	13				1	ДАЧкО-152-10-13
152	10	130				1	ДАЧкО-152-10-130
152	10	14				1	ДАЧкО-152-10-14
152	10	15				1	ДАЧкО-152-10-15
152	10	16				1	ДАЧкО-152-10-16
152	10	17				1	ДАЧкО-152-10-17
152	10	18				1	ДАЧкО-152-10-18
152	10	19				1	ДАЧкО-152-10-19
152	10	2				1	ДАЧкО-152-10-2
152	10	20				1	ДАЧкО-152-10-20
152	10	21				1	ДАЧкО-152-10-21
152	10	22				2	ДАЧкО-152-10-22
152	10	23				1	ДАЧкО-152-10-23
152	10	24				1	ДАЧкО-152-10-24
152	10	25				1	ДАЧкО-152-10-25
152	10	26				1	ДАЧкО-152-10-26
152	10	27				1	ДАЧкО-152-10-27
152	10	28				1	ДАЧкО-152-10-28
152	10	29				1	ДАЧкО-152-10-29
152	10	3				1	ДАЧкО-152-10-3
152	10	30				1	ДАЧкО-152-10-30
152	10	31				1	ДАЧкО-152-10-31
152	10	32				1	ДАЧкО-152-10-32
152	10	33				1	ДАЧкО-152-10-33
152	10	34				1	ДАЧкО-152-10-34
152	10	35				1	ДАЧкО-152-10-35
152	10	36				1	ДАЧкО-152-10-36
152	10	37				1	ДАЧкО-152-10-37
152	10	38				1	ДАЧкО-152-10-38
152	10	39				1	ДАЧкО-152-10-39
152	10	4				1	ДАЧкО-152-10-4
152	10	40				1	ДАЧкО-152-10-40
152	10	41				1	ДАЧкО-152-10-41
152	10	42				1	ДАЧкО-152-10-42
152	10	43				1	ДАЧкО-152-10-43
152	10	44				1	ДАЧкО-152-10-44
152	10	45				1	ДАЧкО-152-10-45
152	10	46				1	ДАЧкО-152-10-46
152	10	47				1	ДАЧкО-152-10-47
152	10	48				1	ДАЧкО-152-10-48
152	10	49				1	ДАЧкО-152-10-49
152	10	5				1	ДАЧкО-152-10-5
152	10	50				1	ДАЧкО-152-10-50
152	10	51				1	ДАЧкО-152-10-51
152	10	52				1	ДАЧкО-152-10-52
152	10	53				1	ДАЧкО-152-10-53
152	10	54				1	ДАЧкО-152-10-54
152	10	55				1	ДАЧкО-152-10-55
152	10	56				1	ДАЧкО-152-10-56
152	10	57				1	ДАЧкО-152-10-57
152	10	58				1	ДАЧкО-152-10-58
152	10	59				1	ДАЧкО-152-10-59
152	10	6				1	ДАЧкО-152-10-6
152	10	60				1	ДАЧкО-152-10-60
152	10	61				1	ДАЧкО-152-10-61
152	10	62				1	ДАЧкО-152-10-62
152	10	63				1	ДАЧкО-152-10-63
152	10	64				1	ДАЧкО-152-10-64
152	10	65				1	ДАЧкО-152-10-65
152	10	66				1	ДАЧкО-152-10-66
152	10	67				1	ДАЧкО-152-10-67
152	10	68				1	ДАЧкО-152-10-68
152	10	69				1	ДАЧкО-152-10-69
152	10	7				1	ДАЧкО-152-10-7
152	10	70				1	ДАЧкО-152-10-70
152	10	71				1	ДАЧкО-152-10-71
152	10	72				1	ДАЧкО-152-10-72
152	10	73				1	ДАЧкО-152-10-73
152	10	74				1	ДАЧкО-152-10-74
152	10	75				1	ДАЧкО-152-10-75
152	10	76				1	ДАЧкО-152-10-76
152	10	77				1	ДАЧкО-152-10-77
152	10	78				1	ДАЧкО-152-10-78
152	10	79				1	ДАЧкО-152-10-79
152	10	8				1	ДАЧкО-152-10-8
152	10	80				1	ДАЧкО-152-10-80
152	10	81				1	ДАЧкО-152-10-81
152	10	82				1	ДАЧкО-152-10-82
152	10	83				1	ДАЧкО-152-10-83
152	10	84				1	ДАЧкО-152-10-84
152	10	85				1	ДАЧкО-152-10-85
152	10	86				1	ДАЧкО-152-10-86
152	10	87				1	ДАЧкО-152-10-87
152	10	88				1	ДАЧкО-152-10-88
152	10	89				1	ДАЧкО-152-10-89
152	10	9				1	ДАЧкО-152-10-9
152	10	90				1	ДАЧкО-152-10-90
152	10	91				1	ДАЧкО-152-10-91
152	10	92				1	ДАЧкО-152-10-92
152	10	93				1	ДАЧкО-152-10-93
152	10	94				1	ДАЧкО-152-10-94
152	10	95				1	ДАЧкО-152-10-95
152	10	96				1	ДАЧкО-152-10-96
152	10	97				1	ДАЧкО-152-10-97
152	10	98				1	ДАЧкО-152-10-98
152	10	99				1	ДАЧкО-152-10-99
152	11	1				1	ДАЧкО-152-11-1
152	11	2				1	ДАЧкО-152-11-2
152	11	3				2	ДАЧкО-152-11-3
152	12	1				1	ДАЧкО-152-12-1
152	12	2				1	ДАЧкО-152-12-2
152	12	3				1	ДАЧкО-152-12-3
152	12	4				1	ДАЧкО-152-12-4
152	12	5				1	ДАЧкО-152-12-5
152	12	6				1	ДАЧкО-152-12-6
152	12	7				1	ДАЧкО-152-12-7
152	123	30		1797-1857		1	ДАЧкО-152-123-30
152	123	31		1797-1857		1	ДАЧкО-152-123-31
152	123	32		1797-1857		1	ДАЧкО-152-123-32
152	123	34		1797-1857		1	ДАЧкО-152-123-34
152	123	35		1797-1857		1	ДАЧкО-152-123-35
152	123	36		1797-1857		1	ДАЧкО-152-123-36
152	123	38		1797-1857		1	ДАЧкО-152-123-38
152	123	39		1797-1857		1	ДАЧкО-152-123-39
152	123	40		1797-1857		1	ДАЧкО-152-123-40
152	13	1				1	ДАЧкО-152-13-1
152	13	2				1	ДАЧкО-152-13-2
152	13	4				1	ДАЧкО-152-13-4
152	13	5				0	ДАЧкО-152-13-5
152	13	6				1	ДАЧкО-152-13-6
152	14	1				1	ДАЧкО-152-14-1
152	14	10				1	ДАЧкО-152-14-10
152	14	11				1	ДАЧкО-152-14-11
152	14	12				1	ДАЧкО-152-14-12
152	14	13				1	ДАЧкО-152-14-13
152	14	14				1	ДАЧкО-152-14-14
152	14	15				1	ДАЧкО-152-14-15
152	14	16				1	ДАЧкО-152-14-16
152	14	17				1	ДАЧкО-152-14-17
152	14	18				1	ДАЧкО-152-14-18
152	14	19				1	ДАЧкО-152-14-19
152	14	2				1	ДАЧкО-152-14-2
152	14	20				1	ДАЧкО-152-14-20
152	14	21				1	ДАЧкО-152-14-21
152	14	22				1	ДАЧкО-152-14-22
152	14	23				1	ДАЧкО-152-14-23
152	14	24				1	ДАЧкО-152-14-24
152	14	25				1	ДАЧкО-152-14-25
152	14	26				1	ДАЧкО-152-14-26
152	14	27				1	ДАЧкО-152-14-27
152	14	28				1	ДАЧкО-152-14-28
152	14	29				1	ДАЧкО-152-14-29
152	14	3				1	ДАЧкО-152-14-3
152	14	30				1	ДАЧкО-152-14-30
152	14	31				1	ДАЧкО-152-14-31
152	14	32				1	ДАЧкО-152-14-32
152	14	33				1	ДАЧкО-152-14-33
152	14	34				1	ДАЧкО-152-14-34
152	14	35				1	ДАЧкО-152-14-35
152	14	36				1	ДАЧкО-152-14-36
152	14	37				1	ДАЧкО-152-14-37
152	14	38				1	ДАЧкО-152-14-38
152	14	39				1	ДАЧкО-152-14-39
152	14	4				1	ДАЧкО-152-14-4
152	14	40				1	ДАЧкО-152-14-40
152	14	41				1	ДАЧкО-152-14-41
152	14	42				1	ДАЧкО-152-14-42
152	14	43				1	ДАЧкО-152-14-43
152	14	44				1	ДАЧкО-152-14-44
152	14	45				1	ДАЧкО-152-14-45
152	14	46				1	ДАЧкО-152-14-46
152	14	47				1	ДАЧкО-152-14-47
152	14	48				1	ДАЧкО-152-14-48
152	14	49				1	ДАЧкО-152-14-49
152	14	5				1	ДАЧкО-152-14-5
152	14	50				1	ДАЧкО-152-14-50
152	14	51				1	ДАЧкО-152-14-51
152	14	52				1	ДАЧкО-152-14-52
152	14	53				1	ДАЧкО-152-14-53
152	14	54				1	ДАЧкО-152-14-54
152	14	55				1	ДАЧкО-152-14-55
152	14	56				1	ДАЧкО-152-14-56
152	14	57				1	ДАЧкО-152-14-57
152	14	58				1	ДАЧкО-152-14-58
152	14	59				1	ДАЧкО-152-14-59
152	14	6				1	ДАЧкО-152-14-6
152	14	60				1	ДАЧкО-152-14-60
152	14	61				1	ДАЧкО-152-14-61
152	14	62				1	ДАЧкО-152-14-62
152	14	63				1	ДАЧкО-152-14-63
152	14	64				1	ДАЧкО-152-14-64
152	14	65				1	ДАЧкО-152-14-65
152	14	66				1	ДАЧкО-152-14-66
152	14	67				1	ДАЧкО-152-14-67
152	14	68				1	ДАЧкО-152-14-68
152	14	69				1	ДАЧкО-152-14-69
152	14	7				1	ДАЧкО-152-14-7
152	14	70				1	ДАЧкО-152-14-70
152	14	71				1	ДАЧкО-152-14-71
152	14	72				1	ДАЧкО-152-14-72
152	14	73				1	ДАЧкО-152-14-73
152	14	74				1	ДАЧкО-152-14-74
152	14	75				1	ДАЧкО-152-14-75
152	14	76				1	ДАЧкО-152-14-76
152	14	77				1	ДАЧкО-152-14-77
152	14	78				1	ДАЧкО-152-14-78
152	14	79				1	ДАЧкО-152-14-79
152	14	8				1	ДАЧкО-152-14-8
152	14	80				1	ДАЧкО-152-14-80
152	14	81				1	ДАЧкО-152-14-81
152	14	85				2	ДАЧкО-152-14-85
152	14	86				1	ДАЧкО-152-14-86
152	14	9				1	ДАЧкО-152-14-9
152	15	1				1	ДАЧкО-152-15-1
152	15	10				1	ДАЧкО-152-15-10
152	15	11				1	ДАЧкО-152-15-11
152	15	12				1	ДАЧкО-152-15-12
152	15	13				1	ДАЧкО-152-15-13
152	15	14				2	ДАЧкО-152-15-14
152	15	15				0	ДАЧкО-152-15-15
152	15	16				1	ДАЧкО-152-15-16
152	15	17				1	ДАЧкО-152-15-17
152	15	18				2	ДАЧкО-152-15-18
152	15	19				1	ДАЧкО-152-15-19
152	15	2				1	ДАЧкО-152-15-2
152	15	20				1	ДАЧкО-152-15-20
152	15	21				1	ДАЧкО-152-15-21
152	15	22				1	ДАЧкО-152-15-22
152	15	23				1	ДАЧкО-152-15-23
152	15	24				1	ДАЧкО-152-15-24
152	15	25				1	ДАЧкО-152-15-25
152	15	26				1	ДАЧкО-152-15-26
152	15	27				1	ДАЧкО-152-15-27
152	15	28				1	ДАЧкО-152-15-28
152	15	29				1	ДАЧкО-152-15-29
152	15	3				1	ДАЧкО-152-15-3
152	15	30				1	ДАЧкО-152-15-30
152	15	31				1	ДАЧкО-152-15-31
152	15	32				1	ДАЧкО-152-15-32
152	15	33				1	ДАЧкО-152-15-33
152	15	34				1	ДАЧкО-152-15-34
152	15	35				1	ДАЧкО-152-15-35
152	15	36				1	ДАЧкО-152-15-36
152	15	37				1	ДАЧкО-152-15-37
152	15	38				1	ДАЧкО-152-15-38
152	15	39				1	ДАЧкО-152-15-39
152	15	4				1	ДАЧкО-152-15-4
152	15	40				1	ДАЧкО-152-15-40
152	15	41				1	ДАЧкО-152-15-41
152	15	42				1	ДАЧкО-152-15-42
152	15	43				1	ДАЧкО-152-15-43
152	15	44				1	ДАЧкО-152-15-44
152	15	45				1	ДАЧкО-152-15-45
152	15	46				1	ДАЧкО-152-15-46
152	15	47				1	ДАЧкО-152-15-47
152	15	48				1	ДАЧкО-152-15-48
152	15	5				1	ДАЧкО-152-15-5
152	15	51				1	ДАЧкО-152-15-51
152	15	6				1	ДАЧкО-152-15-6
152	15	7				1	ДАЧкО-152-15-7
152	15	8				1	ДАЧкО-152-15-8
152	15	9				1	ДАЧкО-152-15-9
152	16	1				1	ДАЧкО-152-16-1
152	16	10				1	ДАЧкО-152-16-10
152	16	11				1	ДАЧкО-152-16-11
152	16	12				1	ДАЧкО-152-16-12
152	16	13				1	ДАЧкО-152-16-13
152	16	14				1	ДАЧкО-152-16-14
152	16	15				1	ДАЧкО-152-16-15
152	16	16				1	ДАЧкО-152-16-16
152	16	17				1	ДАЧкО-152-16-17
152	16	18				1	ДАЧкО-152-16-18
152	16	19				1	ДАЧкО-152-16-19
152	16	2				1	ДАЧкО-152-16-2
152	16	20				1	ДАЧкО-152-16-20
152	16	21				1	ДАЧкО-152-16-21
152	16	22				1	ДАЧкО-152-16-22
152	16	23				1	ДАЧкО-152-16-23
152	16	24				1	ДАЧкО-152-16-24
152	16	25				1	ДАЧкО-152-16-25
152	16	26				1	ДАЧкО-152-16-26
152	16	27				1	ДАЧкО-152-16-27
152	16	28				1	ДАЧкО-152-16-28
152	16	29				2	ДАЧкО-152-16-29
152	16	3				1	ДАЧкО-152-16-3
152	16	30				0	ДАЧкО-152-16-30
152	16	31				1	ДАЧкО-152-16-31
152	16	32				1	ДАЧкО-152-16-32
