target,target_id,root_url,root_parsed,survivor_id,survivor_url,survivor_parsed
file,0320ebb8-df48-47ec-8b54-b7cecb0c4bb1,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007817651,"ДАЧвО-(++++++Volume 1245-13/6 Births, marriages, deaths 1890-1893)",9f7b2b56-150f-48f3-8f86-1717d14e8b3e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007817651_002_M9M2-H1T,ДАЧвО-(1245-13-6+++1245-13-6+++1245-13-6_1890-1893)
file,03353f26-fb80-4625-9918-f487b217c68e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007805829,"ДАЧвО-(++++++Volume 1245-1/849 Births, marriages, deaths 1875 (p. 43-62))",aae9d5be-2d89-4b84-b6c0-ff3307393b59,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007805829_002_M9MV-TRB,ДАЧвО-(1245-1-849+++1245-1-849+++1245-1-849_1875)
file,03353f26-fb80-4625-9918-f487b217c68e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007805829,"ДАЧвО-(++++++Volume 1245-1/849 Births, marriages, deaths 1875 (p. 1-42))",aae9d5be-2d89-4b84-b6c0-ff3307393b59,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007805829_002_M9MV-TRB,ДАЧвО-(1245-1-849+++1245-1-849+++1245-1-849_1875)
file,0349f956-3a16-4137-9980-de23da43c5f8,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007809296,ДАТО-(++++++Volume 487-1/29 Marriages 1861-1903),6cbf8dcf-cb6e-401c-a460-acba835c0312,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007809296_004_M9MK-ZMD,ДАТО-(487-1-29+++487-1-29+++487-1-29)
file,04366fc5-8176-42eb-a380-b64eeb3b8859,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007605225,"ДАДоО-(247-1-1+++247-1-1+++Ф. 247, о. 1, д. 1 Рождения, бракосочетания, смерти 1871-1872)",6cdfbc2b-f4ba-4a02-95b8-2f79c0ddb2df,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007605225_002_M99P-WCB,ДАДоО-(247-1-1+++247-1-1+++247-1-1_1871-1872)
file,04425e18-8925-4d62-a94a-2e2d3f95df07,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007822329,"ЦДІАК-(224-3-905+++224-3-905+++Ф. 224, о. 3, д. 905 Рождения, бракосочетания, смерти 1906-1910)",a1c57df9-4c06-4570-9f7a-4ad2e955443a,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007822329_002_M9M2-PC2,ЦДІАК-(224-3-905+++224-3-905+++)
file,0450a1c7-0734-4fe1-8539-e197f77e5e27,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007804260,"ДАЗпО-(Р-5593-20-101+++Р-5593-20-101+++Ф. Р-5593, о. 20, д. 101 Рождения 1929-1931)",ed3e12e0-72b9-4231-926b-1a3fd2870696,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007804260_004_M9MV-TVX,ДАЗпО-(5593-20-101+++5593-20-101+++5593-20-101_1929-1931)
file,045bff73-0693-42b2-bd24-352e77b993ba,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=004137855,ЦДІАЛ-(++++++Volume 201-4A/1424 Births 1784-1828),67fc74f6-3a6c-423f-97b9-f586f48b29d4,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=004137855_001_M9SS-YG7,ЦДІАЛ-(201/4-A/1424+++201/4-A/1424+++201/4-A/1424)
file,048a4eda-bcdc-4ac1-ba2b-5eead50e07d6,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007605490,"ДАДоО-(261-1-24+++261-1-24+++Ф. 261, о. 1, д. 24 Рождения, бракосочетания, смерти 1913)",5db8cdcb-ebe0-4720-84c7-8b180f10d050,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007605490_006_M99P-C32,ДАДоО-(261-1-24+++261-1-24+++261-1-24_1913)
file,04a446e9-33fa-49ec-9749-aad0600069d8,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007810964,"ДАСО-(743-5-28+++743-5-28+++Ф. 743, о. 5, д. 28 Рождения, бракосочетания, смерти 1882-1883)",0655a5f2-68a6-4bb3-90ce-c6b329a8c542,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007810964_004_M9MK-VT9,ДАСО-(743-5-28+++743-5-28+++743-5-28_1882-1883)
file,04d26538-97fb-4920-ac4c-5eada24b69f2,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007605474,"ДАДоО-(251-1-19+++251-1-19+++Ф. 251, о. 1, д. 19 Рождения, бракосочетания, смерти 1917-1918)",064c63f5-ff8e-470f-ad77-c2b77300a255,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007605474_005_M99P-CZS,ДАДоО-(251-1-19+++251-1-19+++251-1-19-1917)
file,04d2d165-8d50-426b-a9c8-bb4b044aa9b1,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007605865,"ДАДоО-(330-1-1+++330-1-1+++Ф. 330, о. 1, д. 1 Рождения, бракосочетания, смерти 1876-1878)",ac754171-fcea-4fa8-93de-532ee847bb91,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007605865_004_M99P-H6C,ДАДоО-(330-1-1+++330-1-1+++330-1-1_1876-1878)
file,050221ba-3c40-412e-bbce-c5dae5a519ac,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007606262,"ДАДоО-(451-1-3+++451-1-3+++Ф. 451, о. 1, д. 3 Бракосочетания 1913-1914 -- Бракосочетания 1916-1919)",cd6f51d4-abd2-40bb-8178-ae4794f838d4,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007606262_002_M99P-635,ДАДоО-(451-1-3+++451-1-3+++451-1-3-1913-1919)
file,05266cb6-ae71-48a0-ba03-1e06a7c490fc,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007810833,"ДАЧкО-(931-1-1128+++931-1-1128+++Ф. 931, о. 1, д. 1128 Рождения 1901)",4fb646df-b4a9-4844-b017-fa76bc9687e5,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007810833_006_M9MK-NR2,ДАЧкО-(931-1-1128+++931-1-1128+++931-1-1128)
file,05266cb6-ae71-48a0-ba03-1e06a7c490fc,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007810834,"ДАЧкО-(931-1-1128+++931-1-1128+++Ф. 931, о. 1, д. 1128 Бракосочетания, смерти 1901)",b49a34c0-14b8-41be-9562-0d3f1dec3f49,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007810834_001_M9MK-2PZ,ДАЧкО-(931-1-1128+++931-1-1128+++931-1-1128)
file,05266cb6-ae71-48a0-ba03-1e06a7c490fc,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007810834,"ДАЧкО-(++++++Ф. 931-1/1128.  рождения, бракосочетания, смерти 1896)",b49a34c0-14b8-41be-9562-0d3f1dec3f49,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007810834_001_M9MK-2PZ,ДАЧкО-(931-1-1128+++931-1-1128+++931-1-1128)
file,05266cb6-ae71-48a0-ba03-1e06a7c490fc,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007810834,"ДАЧкО-(++++++Ф. 931-1/1128.  рождения, бракосочетания, смерти 1893)",b49a34c0-14b8-41be-9562-0d3f1dec3f49,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007810834_001_M9MK-2PZ,ДАЧкО-(931-1-1128+++931-1-1128+++931-1-1128)
file,05266cb6-ae71-48a0-ba03-1e06a7c490fc,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007810834,"ДАЧкО-(931-1-1128+++931-1-1128+++Ф. 931, о. 1, д. 1128 Рождения, бракосочетания, смерти 1901)",b49a34c0-14b8-41be-9562-0d3f1dec3f49,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007810834_001_M9MK-2PZ,ДАЧкО-(931-1-1128+++931-1-1128+++931-1-1128)
file,05266cb6-ae71-48a0-ba03-1e06a7c490fc,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007810834,"ДАЧкО-(931-1-1128+++931-1-1128+++Ф. 931, о. 1, д. 1128 Рождения, бракосочетания, смерти 1896)",b49a34c0-14b8-41be-9562-0d3f1dec3f49,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007810834_001_M9MK-2PZ,ДАЧкО-(931-1-1128+++931-1-1128+++931-1-1128)
file,05266cb6-ae71-48a0-ba03-1e06a7c490fc,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007810833,"ДАЧкО-(931-1-1128+++931-1-1128+++Ф. 931, о. 1, д. 1128 Рождения, бракосочетания, смерти 1905)",4fb646df-b4a9-4844-b017-fa76bc9687e5,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007810833_006_M9MK-NR2,ДАЧкО-(931-1-1128+++931-1-1128+++931-1-1128)
file,05266cb6-ae71-48a0-ba03-1e06a7c490fc,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007810834,"ДАЧкО-(931-1-1128+++931-1-1128+++Ф. 931, о. 1, д. 1128 Смерти 1905)",b49a34c0-14b8-41be-9562-0d3f1dec3f49,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007810834_001_M9MK-2PZ,ДАЧкО-(931-1-1128+++931-1-1128+++931-1-1128)
file,05549c27-d260-4559-a5c0-9209860ab997,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007606064,"ДАДоО-(361-1-9+++361-1-9+++Ф. 361, о. 1, д. 9 Рождения, бракосочетания, смерти 1885-1887)",cd468a6d-e122-4385-b676-2a50511a4374,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007606064_003_M924-LXT,ДАДоО-(361-1-9+++361-1-9+++361-1-9_1885-1887)
file,056a900a-f798-496f-9a20-cf0562a0838b,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007605474,"ДАДоО-(251-1-17+++251-1-17+++Ф. 251, о. 1, д. 17 Рождения, бракосочетания, смерти 1915)",57cb4da0-d0eb-403b-b26e-84886b2db98c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007605474_003_M99P-CZM,ДАДоО-(251-1-17+++251-1-17+++251-1-17-1915)
file,056b50ab-dd0e-4922-915b-dddad8e22922,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007799528,"ДАЗпО-(24-1-63+++24-1-63+++24-1-63_1893 
24-1-71_1893-1894 
24-1-72_1894-1895 
24-1-73_1895)",b0099fe6-2492-4862-beba-c42f3e65b428,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007799528_001_M9RM-Z23,ДАЗпО-(24-1-63+++24-1-63+++24-1-63)
file,05b261c0-6109-4eb2-a3ce-37cbcf17293a,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007810755,"ДАЧкО-(931-1-1275+++931-1-1275+++Ф. 931, о. 1, д. 1275 Рождения 1912-1916)",04a3e565-ea62-48e5-9236-ae1b38685775,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007810755_007_M92W-T5Q,ДАЧкО-(931-1-1275+++931-1-1275+++931-1-1275)
file,05b7e858-f37b-46d8-bb71-922aa12a1bb9,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007809773,"ДАЧвО-(++++++Volume 1245-1/798 Births, marriages, deaths 1881)",db8c683f-0c06-40bc-99f0-a52b2357439a,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007809773_008_M9MK-DFT,ДАЧвО-(1245-1-798+++1245-1-798+++1245-1-798_1881)
file,05d476ad-8952-4ecf-a9ac-6f839906b519,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007606272,"ДАДоО-(456-1-2+++456-1-2+++Ф. 456, о. 1, д. 2 Рождения, бракосочетания, смерти 1914)",010e307c-204d-4954-aa40-0c1a01853f3b,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007606272_004_M99P-D2L,ДАДоО-(456-1-2+++456-1-2+++456-1-2-1914)
file,05e5701d-be10-445c-a8b0-66f9757411d6,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007814175,"ЦДІАК-(127-1012-3743+++127-1012-3743+++Ф. 127, о. 1012, д. 3743 Рождения, бракосочетания, смерти 1867)",86488262-4004-4f53-acea-693556980872,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007814175_002_M9M2-7PX,ЦДІАК-(127-1012-3743+++127-1012-3743+++127-1012-3743)
file,062d73f7-11e9-4d8b-ae0b-7d57b3b64e59,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625,"ДАЗпО-(246-1-18+++246-1-18+++Ф. 246, о. 1, д. 18 Рождения, бракосочетания, смерти 1821 (стр. 348-361))",c087f37e-a4a6-488f-b093-2e3c44a13538,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625_002_M9M2-34K,ДАЗпО-(246-1-18+++246-1-18+++246-1-18_1821)
file,062d73f7-11e9-4d8b-ae0b-7d57b3b64e59,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625,"ДАЗпО-(246-1-18+++246-1-18+++Ф. 246, о. 1, д. 18 Рождения, бракосочетания, смерти 1821 (стр. 271-294))",c087f37e-a4a6-488f-b093-2e3c44a13538,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625_002_M9M2-34K,ДАЗпО-(246-1-18+++246-1-18+++246-1-18_1821)
file,062d73f7-11e9-4d8b-ae0b-7d57b3b64e59,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625,"ДАЗпО-(246-1-18+++246-1-18+++Ф. 246, о. 1, д. 18 Рождения, бракосочетания, смерти 1821 (стр. 316-331))",c087f37e-a4a6-488f-b093-2e3c44a13538,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625_002_M9M2-34K,ДАЗпО-(246-1-18+++246-1-18+++246-1-18_1821)
file,062d73f7-11e9-4d8b-ae0b-7d57b3b64e59,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625,"ДАЗпО-(246-1-18+++246-1-18+++Ф. 246, о. 1, д. 18 Рождения, бракосочетания, смерти 1821 (стр. 257-270))",c087f37e-a4a6-488f-b093-2e3c44a13538,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625_002_M9M2-34K,ДАЗпО-(246-1-18+++246-1-18+++246-1-18_1821)
file,062d73f7-11e9-4d8b-ae0b-7d57b3b64e59,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625,"ДАЗпО-(246-1-18+++246-1-18+++Ф. 246, о. 1, д. 18 Рождения, бракосочетания, смерти 1821 (стр. 362-393))",c087f37e-a4a6-488f-b093-2e3c44a13538,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625_002_M9M2-34K,ДАЗпО-(246-1-18+++246-1-18+++246-1-18_1821)
file,062d73f7-11e9-4d8b-ae0b-7d57b3b64e59,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625,"ДАЗпО-(246-1-18+++246-1-18+++Ф. 246, о. 1, д. 18 Рождения, бракосочетания, смерти 1821 (стр. 303-315))",c087f37e-a4a6-488f-b093-2e3c44a13538,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625_002_M9M2-34K,ДАЗпО-(246-1-18+++246-1-18+++246-1-18_1821)
file,062d73f7-11e9-4d8b-ae0b-7d57b3b64e59,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625,"ДАЗпО-(246-1-18+++246-1-18+++Ф. 246, о. 1, д. 18 Рождения, бракосочетания, смерти 1821 (стр. 295-302))",c087f37e-a4a6-488f-b093-2e3c44a13538,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625_002_M9M2-34K,ДАЗпО-(246-1-18+++246-1-18+++246-1-18_1821)
file,062d73f7-11e9-4d8b-ae0b-7d57b3b64e59,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625,"ДАЗпО-(246-1-18+++246-1-18+++Ф. 246, о. 1, д. 18 Рождения, бракосочетания, смерти 1821 (стр. 165-178))",c087f37e-a4a6-488f-b093-2e3c44a13538,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625_002_M9M2-34K,ДАЗпО-(246-1-18+++246-1-18+++246-1-18_1821)
file,062d73f7-11e9-4d8b-ae0b-7d57b3b64e59,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625,"ДАЗпО-(246-1-18+++246-1-18+++Ф. 246, о. 1, д. 18 Рождения, бракосочетания, смерти 1821 (стр. 1-31))",c087f37e-a4a6-488f-b093-2e3c44a13538,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625_002_M9M2-34K,ДАЗпО-(246-1-18+++246-1-18+++246-1-18_1821)
file,062d73f7-11e9-4d8b-ae0b-7d57b3b64e59,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625,"ДАЗпО-(246-1-18+++246-1-18+++Ф. 246, о. 1, д. 18 Рождения, бракосочетания, смерти 1821 (стр. 179-211))",c087f37e-a4a6-488f-b093-2e3c44a13538,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625_002_M9M2-34K,ДАЗпО-(246-1-18+++246-1-18+++246-1-18_1821)
file,062d73f7-11e9-4d8b-ae0b-7d57b3b64e59,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625,"ДАЗпО-(246-1-18+++246-1-18+++Ф. 246, о. 1, д. 18 Рождения, бракосочетания, смерти 1821 (стр. 212-240))",c087f37e-a4a6-488f-b093-2e3c44a13538,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625_002_M9M2-34K,ДАЗпО-(246-1-18+++246-1-18+++246-1-18_1821)
file,062d73f7-11e9-4d8b-ae0b-7d57b3b64e59,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625,"ДАЗпО-(246-1-18+++246-1-18+++Ф. 246, о. 1, д. 18 Рождения, бракосочетания, смерти 1821 (стр. 132-164))",c087f37e-a4a6-488f-b093-2e3c44a13538,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625_002_M9M2-34K,ДАЗпО-(246-1-18+++246-1-18+++246-1-18_1821)
file,062d73f7-11e9-4d8b-ae0b-7d57b3b64e59,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625,"ДАЗпО-(246-1-18+++246-1-18+++Ф. 246, о. 1, д. 18 Рождения, бракосочетания, смерти 1821 (стр. 332-346))",c087f37e-a4a6-488f-b093-2e3c44a13538,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625_002_M9M2-34K,ДАЗпО-(246-1-18+++246-1-18+++246-1-18_1821)
file,062d73f7-11e9-4d8b-ae0b-7d57b3b64e59,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625,"ДАЗпО-(246-1-18+++246-1-18+++Ф. 246, о. 1, д. 18 Рождения, бракосочетания, смерти 1821 (стр. 44-73))",c087f37e-a4a6-488f-b093-2e3c44a13538,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625_002_M9M2-34K,ДАЗпО-(246-1-18+++246-1-18+++246-1-18_1821)
file,062d73f7-11e9-4d8b-ae0b-7d57b3b64e59,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625,"ДАЗпО-(246-1-18+++246-1-18+++Ф. 246, о. 1, д. 18 Рождения, бракосочетания, смерти 1821 (стр. 74-111))",c087f37e-a4a6-488f-b093-2e3c44a13538,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625_002_M9M2-34K,ДАЗпО-(246-1-18+++246-1-18+++246-1-18_1821)
file,062d73f7-11e9-4d8b-ae0b-7d57b3b64e59,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625,"ДАЗпО-(246-1-18+++246-1-18+++Ф. 246, о. 1, д. 18 Рождения, бракосочетания, смерти 1821 (стр. 113-131))",c087f37e-a4a6-488f-b093-2e3c44a13538,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625_002_M9M2-34K,ДАЗпО-(246-1-18+++246-1-18+++246-1-18_1821)
file,062d73f7-11e9-4d8b-ae0b-7d57b3b64e59,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625,"ДАЗпО-(246-1-18+++246-1-18+++Ф. 246, о. 1, д. 18 Рождения, бракосочетания, смерти 1821 (стр. 241-256))",c087f37e-a4a6-488f-b093-2e3c44a13538,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625_002_M9M2-34K,ДАЗпО-(246-1-18+++246-1-18+++246-1-18_1821)
file,062d73f7-11e9-4d8b-ae0b-7d57b3b64e59,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625,"ДАЗпО-(246-1-18+++246-1-18+++Ф. 246, о. 1, д. 18 Рождения, бракосочетания, смерти 1821 (стр. 32-43))",c087f37e-a4a6-488f-b093-2e3c44a13538,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007813625_002_M9M2-34K,ДАЗпО-(246-1-18+++246-1-18+++246-1-18_1821)
file,063a948a-bc50-4143-b908-9ad24193b491,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007803062,"ДАСО-(745-1-113+++745-1-113+++Ф. 745, о. 1, д. 113 Рождения, смерти 1899)",8f5e5ca2-794c-423d-9b64-f8745ec3a2be,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007803062_002_M9MV-PY9,"ДАСО-(745-1-113+++745-1-113+++Ф. 745, о. 1, д. 113-114 Рождения, смерти 1899 -- Рождения, бракосочетания, смерти 1899-1900 -- Рождения, бракосочетания, смерти 1903)"
file,063a948a-bc50-4143-b908-9ad24193b491,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007803062,"ДАСО-(745-1-113+++745-1-113+++Ф. 745, о. 1, д. 113 Рождения, бракосочетания, смерти 1899)",8f5e5ca2-794c-423d-9b64-f8745ec3a2be,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007803062_002_M9MV-PY9,"ДАСО-(745-1-113+++745-1-113+++Ф. 745, о. 1, д. 113-114 Рождения, смерти 1899 -- Рождения, бракосочетания, смерти 1899-1900 -- Рождения, бракосочетания, смерти 1903)"
file,063a948a-bc50-4143-b908-9ad24193b491,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007803062,"ДАСО-(745-1-113+++745-1-113+++Ф. 745, о. 1, д. 113 (продолж.) Бракосочетания, смерти 1899)",8f5e5ca2-794c-423d-9b64-f8745ec3a2be,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=007803062_002_M9MV-PY9,"ДАСО-(745-1-113+++745-1-113+++Ф. 745, о. 1, д. 113-114 Рождения, смерти 1899 -- Рождения, бракосочетания, смерти 1899-1900 -- Рождения, бракосочетания, смерти 1903)"
